name,place_id,location,event_ids
Hôtel Duo,ChIJWU9CqB1u5kcR5P1F2SMoJmc,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Britannique Hotel - Paris Centre,ChIJ-4Siox9u5kcRm9vM6DcMXyU,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Citadines Les Halles Paris,ChIJQ_QDrxhu5kcRJzNxLLEOSfU,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Novotel Paris Les Halles,ChIJGW2pNx9u5kcRI3oyL8NG5BQ,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Hôtel Ducs de Bourgogne,ChIJifTG5yFu5kcRdnisbwxnAx4,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Citadines Saint-Germain-des-Prés Paris (Apart hotel Paris),ChIJo5pYcN9x5kcRERXdocMgqmE,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Paris France Hotel,ChIJhXWLZg9u5kcRDVyqoZYgcmg,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Hotel Regina Louvre,ChIJP_-HCS9u5kcRsj9b1x7Pl8w,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
ibis Paris Gare de Lyon Ledru Rollin 12ème,ChIJ9RNxcQNy5kcRnZJ4vsuXcow,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Hôtel Prélude Opéra Paris,ChIJ8e3Qcj5u5kcR2MIGwNxustk,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Hôtel Libertel Austerlitz Jardin des Plantes,ChIJe-udXPZx5kcRKURHNFv5BSw,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Saint James Albany Paris Hôtel Spa,ChIJ8znTVS5u5kcREq8TmzOICFs,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
The Westin Paris - Vendôme,ChIJt4LY5C1u5kcRvVeuJebPxHc,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Hôtel d'Orsay,ChIJu39_OCtu5kcRWVQ7SFa0J-k,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Hôtel Mayfair Paris,ChIJTXVIhS1u5kcRlm9-RG0srQs,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
"InterContinental Paris - Le Grand, an IHG Hotel",ChIJt4LY5C1u5kcRZmZx4KyzhVM,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Sofitel Le Scribe Paris Opéra,ChIJz7k5yzZu5kcRRdYVAr48Zv8,"[2.3522219, 48.856614]","9aqQdnhBYwbAZoy5op,A6MuGV5u7XQmAeDrbr,Ff85szdYcvzpDWTefW,HDXFh6dDxnoLQ5RXd2,Cdqhh264tjrM9CANEh,8Mo7Hd2YSCFaQZ9vwE,DGfEj7EtxmmrrGVkhb,5eZEwnDMysBeXULMZ3,8Zp3mGgDgdir3uvQVz,7SfyzW2UCbtgQtM2Z7,BbtWdY2tSmWgWVsSi3,S37iWuKzjuRP9Wib4i,CKgFsGfHUTa8etQHES,EurfKz4F3oFQ5wYNxt"
Sheraton LaGuardia East Hotel,ChIJe-xKRw5gwokRukjfSjSLA2o,"[-73.8456118, 40.7503676]",DVQScNrjs9aXSeXRKp
Marco LaGuardia Hotel and Suites,ChIJx57vWgVgwokRWmFHg0ogHsA,"[-73.8456118, 40.7503676]",DVQScNrjs9aXSeXRKp
Hampton Inn New York - LaGuardia Airport,ChIJwSNJm5JfwokR0UeM79atW7E,"[-73.8456118, 40.7503676]",DVQScNrjs9aXSeXRKp
New York LaGuardia Airport Marriott,ChIJS9vMHpBfwokRSvim4NiA9c8,"[-73.8456118, 40.7503676]",DVQScNrjs9aXSeXRKp
SpringHill Suites New York LaGuardia Airport,ChIJI_nawOlfwokRi1_9i7oOC1E,"[-73.8456118, 40.7503676]",DVQScNrjs9aXSeXRKp
Hotel am Borsigturm,ChIJgXY31mtUqEcRqNaqT681G_E,"[13.313476, 52.5590295]","8ZSw4jLAEj5VovsYX7,HJ6GZtNnwVEkEefSxr,6rsU48tsEjKrCmncyf,4Nuj7TMrmuPRNZTQ6C,3Kew54UzDkRE6zaY6B,5Def6M6dmfu9fbWcWy,AdZ3poDcDWv6nA3zcD"
AMERON Berlin ABION Spreebogen Waterside,ChIJMTQyObxRqEcRtOe9-MIahhA,"[13.313476, 52.5590295]","8ZSw4jLAEj5VovsYX7,HJ6GZtNnwVEkEefSxr,6rsU48tsEjKrCmncyf,4Nuj7TMrmuPRNZTQ6C,3Kew54UzDkRE6zaY6B,5Def6M6dmfu9fbWcWy,AdZ3poDcDWv6nA3zcD"
Mercure Hotel MOA Berlin,ChIJdU_SPXRRqEcRzLqvghV1jT0,"[13.313476, 52.5590295]","8ZSw4jLAEj5VovsYX7,HJ6GZtNnwVEkEefSxr,6rsU48tsEjKrCmncyf,4Nuj7TMrmuPRNZTQ6C,3Kew54UzDkRE6zaY6B,5Def6M6dmfu9fbWcWy,AdZ3poDcDWv6nA3zcD"
Alfa Hotel,ChIJZZAx0j9RqEcRfZJR2vCFfao,"[13.313476, 52.5590295]","8ZSw4jLAEj5VovsYX7,HJ6GZtNnwVEkEefSxr,6rsU48tsEjKrCmncyf,4Nuj7TMrmuPRNZTQ6C,3Kew54UzDkRE6zaY6B,5Def6M6dmfu9fbWcWy,AdZ3poDcDWv6nA3zcD"
Amstel House Hostel Berlin,ChIJO-VSJg1RqEcR7COgestVcOY,"[13.313476, 52.5590295]","8ZSw4jLAEj5VovsYX7,HJ6GZtNnwVEkEefSxr,6rsU48tsEjKrCmncyf,4Nuj7TMrmuPRNZTQ6C,3Kew54UzDkRE6zaY6B,5Def6M6dmfu9fbWcWy,AdZ3poDcDWv6nA3zcD"
Hotel Tiergarten Berlin,ChIJk_nmWgpRqEcRUDpqa_kedYw,"[13.313476, 52.5590295]","8ZSw4jLAEj5VovsYX7,HJ6GZtNnwVEkEefSxr,6rsU48tsEjKrCmncyf,4Nuj7TMrmuPRNZTQ6C,3Kew54UzDkRE6zaY6B,5Def6M6dmfu9fbWcWy,AdZ3poDcDWv6nA3zcD"
Hotel Les Nations,ChIJ_ROdEQ5RqEcRxW8p0mUinUo,"[13.313476, 52.5590295]","8ZSw4jLAEj5VovsYX7,HJ6GZtNnwVEkEefSxr,6rsU48tsEjKrCmncyf,4Nuj7TMrmuPRNZTQ6C,3Kew54UzDkRE6zaY6B,5Def6M6dmfu9fbWcWy,AdZ3poDcDWv6nA3zcD"
Schlosspark-Hotel,ChIJvf6Opi1RqEcR9g03U8YJzrU,"[13.313476, 52.5590295]","8ZSw4jLAEj5VovsYX7,HJ6GZtNnwVEkEefSxr,6rsU48tsEjKrCmncyf,4Nuj7TMrmuPRNZTQ6C,3Kew54UzDkRE6zaY6B,5Def6M6dmfu9fbWcWy,AdZ3poDcDWv6nA3zcD"
Victor's Residenz-Hotel Berlin-Tegel,ChIJTz1qXs5TqEcRNEgmAMAltl0,"[13.313476, 52.5590295]","8ZSw4jLAEj5VovsYX7,HJ6GZtNnwVEkEefSxr,6rsU48tsEjKrCmncyf,4Nuj7TMrmuPRNZTQ6C,3Kew54UzDkRE6zaY6B,5Def6M6dmfu9fbWcWy,AdZ3poDcDWv6nA3zcD"
Jugendgästehaus Hauptbahnhof,ChIJnxQB-5dRqEcR26zplnVuff4,"[13.313476, 52.5590295]","8ZSw4jLAEj5VovsYX7,HJ6GZtNnwVEkEefSxr,6rsU48tsEjKrCmncyf,4Nuj7TMrmuPRNZTQ6C,3Kew54UzDkRE6zaY6B,5Def6M6dmfu9fbWcWy,AdZ3poDcDWv6nA3zcD"
Bavaria Boutique Hotel,ChIJ4Vlw5qrYnUcRut4my1GUkbw,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Sofitel Munich Bayerpost,ChIJvSMRL_l1nkcRIQuiN5lygpA,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Le Méridien Munich,ChIJ1X_P5vh1nkcRbqW9PJXCMvU,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Mercure Hotel Muenchen City Center,ChIJp4bwRvh1nkcRrsPaSQqNays,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Excelsior by Geisel,ChIJs7WL5_l1nkcRMmcYaxcB7ps,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Hotel Motel One München-Sendlinger Tor,ChIJqZSRs1jfnUcRcktahygPcPg,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Eden Hotel Wolff,ChIJgwzo2ft1nkcRXN6Tbj0VcAI,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Hotel Motel One München-Westend,ChIJZVGttwJ2nkcR4UKDguHh2tc,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Eurostars Grand Central Hotel,ChIJq8OfDfx1nkcRxo2ah8TqSGA,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
ibis Muenchen City,ChIJKR09C_t1nkcRkVcqKZen7Zc,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
ibis Muenchen City West,ChIJ5TfhJqLYnUcR6pF_WyG6ys8,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Bayerischer Hof,ChIJ9dBze_N1nkcRpMY63pBcxo0,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Hotel New Orly München,ChIJ11u3DRB2nkcRRfML-NzLWn0,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Platzl Hotel,ChIJA7izoYt1nkcRjQ18tU-VY5w,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Cortiina Hotel,ChIJZyLWSop1nkcRnQW0FofT8bU,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Hotel Vier Jahreszeiten Kempinski München,ChIJ2bu-AIx1nkcRdbxLlmKX8tQ,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
Hotel Prinz München,ChIJmR56iXrfnUcRNuu3_DVSzB0,"[11.550092304189821, 48.131425410944146]","7NZaBrtJKwN3kHapjp,DnRFXmaG6kJXZ9uXSG,5XBGs3AAoFirushfw2,8qyBFPsDgoJEALNzF3,Eg9qKZXSNi85jB5rDs"
The Drake Hotel,ChIJ8b_aGgA1K4gR3n2TF4fM1Es,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Hilton Toronto,ChIJJd9P-800K4gRvTdTqtNCmQw,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Sheraton Centre Toronto Hotel,ChIJxVYPt800K4gRFtI3GZJCKx4,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Hotel Victoria,ChIJNVvTvYrVKogRKKgdx9es58U,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
One King West Hotel & Residence,ChIJG74DgzLL1IkRu7-_ro1TbdY,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Marriott Downtown at CF Toronto Eaton Centre,ChIJ1WIA7Q7bKk0R9JK-tM30kE0,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Novotel Toronto Centre,ChIJ4Vom0XEtK4gRuU9aq9LpTqA,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Holiday Inn Express Toronto Downtown,ChIJeWNoPzHL1IkRhleUmv32wd4,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Fairmont Royal York,ChIJYY4qFdM0K4gRDydzDiP-VAE,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Courtyard Toronto Downtown,ChIJW7OlX7Q0K4gR5IBJmoKVM34,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
The Yorkville Royal Sonesta Hotel Toronto,ChIJAZueQrs0K4gRD7-f4-wfRCw,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
"InterContinental Toronto Centre, an IHG Hotel",ChIJsaKz-NM0K4gRhHHTYt3SZps,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
"The Westin Harbour Castle, Toronto",ChIJH-wxNCrL1IkRKANEYBdXw8k,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Residence Inn Toronto Downtown/Entertainment District,ChIJRQoITNc0K4gRMBoATwPJLYs,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Hyatt Regency Toronto,ChIJuyuhDto0K4gRLlyZcBf0m3s,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
"Revery Toronto Downtown, Curio Collection by Hilton",ChIJd2daaNo0K4gRELhObMfXhiw,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Shangri-La Toronto,ChIJJTGWAdI0K4gRDUDEGIaqOTc,"[-79.41236249999997, 43.63507389999999]","GTZBb8hDXmYb2UpWS5,4H2oKAv96jngSW5ttj,FN8xows7fKdXqXQbmf,ErUVr9T7AgtNeY8AP3,3CTKy5a2aHKMDN5jep,7zLniZRofoVidriQG9,EwudCa3efQ87DiwNaM,AZZs9vrbnWFb8Tg6gV"
Hotel Motel One Stuttgart-Mitte,ChIJ19RU-jPbmUcRzGvYdjm5YWg,"[9.217889710746379, 48.79674358459739]","6jhZQKtxvWXESuWyAs,8PgAsxfUcZAXyZRMfH"
